25958852,102963484,102963576,6.21,51.76140,-0.23238,51.76153,-0.23120,4
25958852,102963576,102963484,6.21,51.76153,-0.23120,51.76140,-0.23238,4
783568578,102960329,851892363,3.13,51.75100,-0.24852,51.75158,-0.24745,2
780176418,102972701,849704209,36.63,51.79789,-0.17870,51.79875,-0.17922,5
780176418,849704209,102972701,36.63,51.79875,-0.17922,51.79789,-0.17870,5
709504365,800262258,800262257,2.35,51.73727,-0.31316,51.73744,-0.31290,5
709504365,800262257,800262258,2.35,51.73744,-0.31290,51.73727,-0.31316,5
833455398,886585181,102965567,3.74,51.79111,-0.22069,51.79116,-0.22098,5
833455398,102965567,886585181,3.74,51.79116,-0.22098,51.79111,-0.22069,5
780271556,102968426,849767702,4.79,51.79950,-0.18884,51.79994,-0.18911,5
780271556,849767702,102968426,4.79,51.79994,-0.18911,51.79950,-0.18884,5
25954352,102972169,102972092,18.65,51.78838,-0.17311,51.78934,-0.17567,5
25954352,102972092,102972169,18.65,51.78934,-0.17567,51.78838,-0.17311,5
25961417,102960561,102960629,13.39,51.74204,-0.23703,51.74287,-0.23616,5
25961417,102960629,102960561,13.39,51.74287,-0.23616,51.74204,-0.23703,5
25955267,102966105,102966171,6.58,51.78233,-0.19462,51.78277,-0.19539,5
25955267,102966171,102966105,6.58,51.78277,-0.19539,51.78233,-0.19462,5
780276100,849770866,849770864,8.13,51.75207,-0.27521,51.75244,-0.27548,5
780276100,849770864,849770866,8.13,51.75244,-0.27548,51.75207,-0.27521,5
835967633,888348341,102946228,10.14,51.78010,-0.29484,51.78016,-0.29679,5
835967633,102946228,888348341,10.14,51.78016,-0.29679,51.78010,-0.29484,5
845247749,894737246,894737245,13.58,51.76143,-0.21052,51.76144,-0.20952,5
845247749,894737245,894737246,13.58,51.76144,-0.20952,51.76143,-0.21052,5
25782381,102945645,102945658,8.64,51.76756,-0.30198,51.76785,-0.30067,5
25782381,102945658,102945645,8.64,51.76785,-0.30067,51.76756,-0.30198,5
25960284,102963502,102963523,5.90,51.75330,-0.22918,51.75344,-0.22827,5
25960284,102963523,102963502,5.90,51.75344,-0.22827,51.75330,-0.22918,5
779696591,849365128,849365125,3.32,51.79070,-0.20704,51.79081,-0.20684,5
779696591,849365125,849365128,3.32,51.79081,-0.20684,51.79070,-0.20704,5
25960398,102964623,102964611,2.30,51.75243,-0.22528,51.75246,-0.22563,5
25960398,102964611,102964623,2.30,51.75246,-0.22563,51.75243,-0.22528,5
779351353,102941569,849090612,15.38,51.73106,-0.28988,51.73128,-0.29672,2
25961894,102960273,102960276,5.69,51.73739,-0.24926,51.73754,-0.24839,5
25961894,102960276,102960273,5.69,51.73754,-0.24839,51.73739,-0.24926,5
25791383,102940262,102941580,6.32,51.73157,-0.30904,51.73240,-0.30834,5
25791383,102941580,102940262,6.32,51.73240,-0.30834,51.73157,-0.30904,5
26006690,102966357,103639050,6.26,51.78966,-0.19069,51.79011,-0.19000,5
26006690,103639050,102966357,6.26,51.79011,-0.19000,51.78966,-0.19069,5
77741615,568880901,568880903,4.30,51.79367,-0.17386,51.79388,-0.17444,5
77741615,568880903,568880901,4.30,51.79388,-0.17444,51.79367,-0.17386,5
26007052,102960547,103639176,7.47,51.74621,-0.24171,51.74795,-0.24250,2
26007052,103639176,102960547,7.47,51.74795,-0.24250,51.74621,-0.24171,2
25961040,102960553,102960551,1.59,51.74632,-0.24066,51.74641,-0.24087,5
25961040,102960551,102960553,1.59,51.74641,-0.24087,51.74632,-0.24066,5
780175106,849702999,102963716,19.69,51.76891,-0.23689,51.76967,-0.23606,5
780175106,102963716,849702999,19.69,51.76967,-0.23606,51.76891,-0.23689,5
761968546,837113831,837113830,8.41,51.77800,-0.24913,51.77972,-0.24737,4
761968546,837113830,837113831,8.41,51.77972,-0.24737,51.77800,-0.24913,4
728167744,658151791,813587547,7.30,51.77727,-0.23790,51.77776,-0.23739,5
